id,genre,track_name,artist_name,valence,energy
1HcAjMdY4yLNK8wOzCtQJy,detroit-techno,As Time Goes By (Sitting Under A Tree),Carl Craig,0.05,-0.354
7Lxft7xjXOPHFZUs2Qq7ma,disco,I Like It,Enrique Iglesias,0.568,0.866
6UaRii9AH6Zss9xNMEQ2M9,disco,Love The Way You Lie,Eminem,0.276,0.844
5vykEbQzN5BnF57Pt3zR0A,disco,Brick House,Commodores,0.35,0.784
7s25THrKz86DM225dOYwnr,disco,Respect,Aretha Franklin,0.93,0.116
3Zuf70897YkrVRAsrBMMSF,disco,"You're The One That I Want - From ""Grease"" Original Motion Picture Soundtrack",Various Artists,0.548,0.506
4msPRe3NEDVL6dsBcE7AhL,disco,Get Down Tonight,KC & The Sunshine Band,0.812,0.508
4wZOmbYApgoF2zD9IHznDD,disco,Voulez-Vous,ABBA,0.768,0.724
1Hfm2cnD1jjv1Fl7tBGTQW,disco,Bad Girls,Donna Summer,0.936,0.222
7rHAd5tANXfWBgVuBDdJhS,disco,Get Back (Asap),Alexandra Stan,0.438,0.828
67awxiNHNyjMXhVgsHuIrs,disco,Turn Down for What,DJ Snake,-0.837,0.598
1IKeuayT6d6vTjOXTk4SN5,disney,"Main Title - Dumbo - From ""Dumbo""/Score",Various Artists,0.452,0.456
6kuINw8lm8PxREGURTuRif,disney,The Explorer Motel,Michael Giacchino,-0.933,-0.9196
5k3U0OGYBccHdKJJu3HrUN,disney,"Hakuna Matata - From ""The Lion King""/Soundtrack",Various Artists,0.45,-0.374
20GJ94KHYugkULE81t7t4e,disney,"Someone's Waiting for You - From ""The Rescuers""/Soundtrack Version",Various Artists,-0.664,-0.718
1ruSlVBQKUmNIuZokdeL9g,disney,"Savages - Pt. 2 - From ""Pocahontas""/Soundtrack Version",Various Artists,-0.388,-0.468
1rgitjWzW0DP2CDrJns5MK,disney,Rumor Has It / Hangman's Tree,Various Artists,-0.44,-0.8146
1p71gtNQ7bolivNnzmNGAu,disney,"If I Didn't Have You - From ""Monsters, Inc.""",Various Artists,0.22,-0.036
5yyqx4brn6Bm9U1Rj9ENnz,disney,"Touch The Sky - From ""Brave""/Soundtrack",Various Artists,-0.34,0.282
1xQBlIIAZZtekq4pyCp2Lw,disney,"Friends on the Other Side - From ""The Princess and the Frog"" / Soundtrack Version",Various Artists,-0.244,0.244
3wjgPeXocinhLyPL37p70e,disney,A Girl Worth Fighting For,Mulan - Cast,0.698,-0.3
6BWG3qu8sgJKy8GEz2a1ao,drum-and-bass,Light In The Dark (feat. Terri Walker),SpectraSoul,-0.654,0.142
2unNClb19sSbB2nLOASGTh,drum-and-bass,Failsafe,Danny Byrd,-0.196,0.942
156oozyC0SdsnMrNnvMQQ1,drum-and-bass,Omen,The Prodigy,0.058,0.908
6Nsbu2QgT2RR5Q1RZTOkfs,drum-and-bass,Climax,Camo & Krooked,-0.8732,0.698
6I9sncEmtGc9rpKyb8U1f8,drum-and-bass,Kill EVERYBODY,Skrillex,0.258,0.748
02ctU8GqjieCYt5FsQkKAW,drum-and-bass,Friendly Intentions,Noisia,0.056,0.784
2cxfoVfIzlwgm3uU00sX9m,drum-and-bass,Fighter,Various Artists,-0.622,0.89
4rs8oDGCdkvD8Yj77fJaF4,drum-and-bass,Irresistable - Original Mix,Indivision,-0.778,0.786
6ZaDATnn6oFgzC2MNB3TXo,drum-and-bass,Paradise,Various Artists,-0.166,0.592
0GrPvrBGrxwrU7rjlwYZiH,drum-and-bass,My Sunset - Original Mix,Feint,-0.354,0.95
3ljB23GWqz8h5c4rAIUkL2,dub,Diamonds - Jacob Plant Dubstep Remix,Rihanna,-0.9288,0.39
7KazEQIkD1ve7KL10Ah82X,dub,Seventeen (Skrillex AKA Sonny Moore Remix),Casxio,-0.004,0.566
3GC3xIxWImpR7dfv2F81ze,dub,Greyhound,Swedish House Mafia,0.104,0.612
2bRXehD283NioREYxlohc4,dub,Lights - Single Version,Ellie Goulding,0.56,0.59
5xFC7TVrn3pjnnBLWUDI7I,dub,Need You,Datsik,-0.642,0.86
50UW8KSME0dWKz2wwFftdL,dub,Star - Doctor P Remix,Blame,-0.472,0.946
3U5aILXwgt4VrTr1ta1AAm,dub,Tommy's Theme - Original Mix,Noisia,-0.618,0.454
78kbjzM5qs80tL56OJRefz,dub,Try It Out - Neon Mix,Skrillex,-0.67,0.886
6MvnaaOcD1pP19CegzGyII,dub,Dubstep Master Killer,Various Artists,0.686,0.78
2tW2Kn1IGFFVfRVnQE2UaQ,dub,In My Mind (feat. Georgi Kay) - Axwell Radio Edit,Ivan Gough,-0.248,0.662
7uEmsbSs9Omj2ddCqJdWss,dubstep,Ingen Anden Drøm - Radio Edit,Pegboard Nerds,-0.774,0.734
5MhqNNZnkamSpD55bx7r6n,dubstep,Like a Boss,Eptic,0.27,0.84
3A2RiMfyOrRgezvBR4i1vX,dubstep,Time,Chase & Status,-0.12,0.838
3NpICsYJo3JkBia9Dj5noT,dubstep,Kiss My Lips (feat. Dev),Borgore,0.192,0.85
0g6s1NJOe3Z1ADDPTVhaax,dubstep,Rise & Fall (Krewella Remix) (feat. Krewella),Adventure Club,-0.662,0.91
5brviRvO3ZIDvdF0dED9wC,dubstep,Bad Wings,The Glitch Mob,-0.53,0.368
457p7UH7hoHrbA2iI4PSCA,dubstep,Live for the Night,Krewella,0.066,0.686
2ATebzY0haor67cMJCA0IQ,dubstep,God's Calling - Bassex Remix,The Noisy Freaks,-0.9006,0.604
3VXwt1ijqDzuYo9Xho8tBx,dubstep,Antidote - Knife Party Dub,Swedish House Mafia,-0.218,0.672
7IaecDGUsRDMlQ8fS2seW6,edm,Sky High,Big Gigantic,-0.182,0.628
08Erw82oA0xZUnSMOxNvN7,edm,We Were Gods (feat. Urban Cone & Lucas Nord) - Radio Edit,John Dahlbäck,0.01,0.604
6dfXwa0dI1sBm4CIePuOYM,edm,Levels,Avicii,-0.296,0.668
2AMoQ7iQf2Bg9qbCHEjkdv,edm,Interlude,Attack Attack!,-0.642,0.868
1U3oH5CRRcjT5TT69b6eYl,edm,Chimes,Hudson Mohawke,0.084,0.386
1ebiFSKKdo5aEa8y2QzQqy,edm,I'm Home,Various Artists,-0.356,0.32
7yzXK13nRm2fDTCPi9RjAu,edm,Bouncer - Original Mix,Showtek,-0.378,0.796
2r5nMKhtXqHF44qOn2nBW6,edm,Go Tell Them,Benga,-0.258,0.346
0IybRjoZcqzZhOHIIhJ1vU,edm,Doomsday Machine,Far Too Loud,-0.102,0.866
6uQ192yNyZ4W8yoaL0Sb9p,edm,Sugar High,Approaching Nirvana,-0.064,-0.29
4qdNMbkwsOTlfOeLZzhFVd,electro,The Mojo Radio Gang (Radioversion),Parov Stelar,-0.422,0.624
66AADCQleKFptE881xEFTJ,electro,I Rave You - Original Mix,Basto,0.222,0.9
1sVXthKdGAnoZoFGWmL1bg,electro,Cobra - Official Energy Anthem 2012,Hardwell,-0.414,0.846
7HsBPZz9DNjSoknVFsOwAh,electro,Bootie in Your Face - No Rock Drop,Deorro,-0.186,0.876
14epucTZd8dLIYipdByNZS,electro,Antidote - Extended,Swedish House Mafia,0.26,0.642
073fF1emyPimAvWLWbHSpY,electro,Thunder - Radio Mix,W&W,-0.678,0.758
4IWLawtdMznqdOnbOR9cWW,electro,Legacy - Radio Edit,Nicky Romero,-0.562,0.412
666elemQTQGi8xbjAAdIgB,electro,Waiting All Night (feat. Ella Eyre),Rudimental,-0.438,0.456
2c9lhIne48A8RH9fpEXFlj,electro,FML,deadmau5,-0.798,0.69
3ONL7uf1GN8FewlmIjy1uv,electro,Paris (Aeroplane Remix),Friendly Fires,-0.078,0.4
4qPnE8jBZN3wmgGxspsOcP,electronic,Boneless,Steve Aoki,0.286,0.924
6w2A10HCO5nhBCaNLk4aS2,electronic,Trumpsta - Djuro Remix,Contiez,-0.598,0.178
31TB0tG8ISjXN5DOSKHVAd,electronic,Let it Go,Dragonette,0.412,0.902
5cNAXdmcLBckABGuNhxE37,electronic,Get Low,Dillon Francis,0.502,0.866
2073QOEC8rBtSyTsRyaWiP,electronic,I Can Change,LCD Soundsystem,0.39,0.46
0DepLw9l3tuLbEBmjz7Di4,electronic,Blinding Light,Jethro Fox,-0.37,0.36
1kUmkp42FTNSl5bZmjj5Xq,electronic,I'm a Mess,Body Language,0.544,0.184
4woQ1mc7PzrQ39j0asLJrf,electronic,On'n'On,Justice,0.084,0.202
3IO4NO0T0kkeO3r6K5jXrT,electronic,The Flower Lane,Ducktails,-0.01,0.098
6RaDGB3rRKUmiGfl6VNQJH,electronic,Nandaya [Mix Cut] - Original Mix,Various Artists,0.166,0.87
2ds9vlk6o6BRCc2FAkmOvX,emo,Beat It,Fall Out Boy,0.682,0.872
4fmqkdu2h52b7pDNQWeiOM,emo,Good to Know That If I Ever Need Attention,Brand New,-0.758,0.884
0UZwcRQAk4QR09HtGRZhYC,emo,Closer To The Edge,Thirty Seconds To Mars,-0.796,0.896
528rajP3OyhornDwrsQrt4,emo,Listening,The Used,-0.184,0.814
7dhyG5sdLYlvR7uwDKa1fH,emo,Up And Go,The Starting Line,-0.06,0.652
7tCnwq0Fy85y1tWktmXQ7u,emo,Miracle,Paramore,0.122,0.776
1tT1tIZAINzFZyjoPKtg7C,emo,Dammit,Various Artists,-0.426,0.95
4DpX92kIjpIjNL8KOUxQi0,emo,Several Ways To Die Trying,Dashboard Confessional,-0.424,0.37
18HtrVceFUqG9aukMZN2et,emo,"Dear Maria, Count Me In",All Time Low,0.138,0.792
6VNjaZmWzm0aRXeBE1B5mM,emo,For Sure,American Football,-0.782,-0.046
6c9t15M38cWxyt3uLnLfD8,folk,Santa Fe,Beirut,0.918,0.342
5nDYaDVTKp1SYW3sgFrdO1,folk,Hustle,Tunng,0.85,0.326
3tLyNOtAGnYvWk1NsyiIhQ,folk,Criminals,The Tallest Man On Earth,-0.176,-0.172
0MthmAzuR8ymZlODd7pH8X,folk,What You're Thinking (feat. Josh Pyke),Passenger,0.014,-0.232
4BSO2gPSFdjz2ZKc9OTh0N,folk,Hannah,Ray LaMontagne,-0.364,-0.508
2QHpEv381Xb177J3dpNRF5,folk,Hold On,Tom Waits,0.314,-0.516
7EiQMYuqJVyw90GXUoOCmY,folk,Needle In The Hay,Elliott Smith,-0.338,-0.618
6A6qFP92r7f9s2WLMoyZeJ,folk,Twilight Tavern,Ensiferum,-0.63,0.986
5b7JUVO3dr2jw9NVIY7PXw,folk,Darling Divine,Wild Child,-0.548,-0.316
33gHvO5eLnhxKHgGDu6xu9,folk,Ain't No Grave,Crooked Still,0.668,0.092
3TnwxFKrsFtZ3FeAJMnj60,forro,Tum Tum Tum Apaixonado,Various Artists,0.886,0.83
28DvPMQLZNShD2hDFuLu4N,forro,Chamego Bom,Trio Virgulino,0.722,0.204
4KPVEAaZAbLfDccAaNPTzH,forro,Tô Tentando,Forró do Muido,0.156,0.642
2PmcijVARmgyOcVbtZNsad,forro,Ai Se Eu Te Pego,Banda Garota Safada,0.564,0.914
6aCKJfo3Hd1QHDa2jyLFiD,forro,Minha Gata,Falamansa,0.646,0.064
3oFi823YwnvOlHNalaE94o,forro,Chegou A Hora Da Fogueira / Pula A Fogueira - Medley,Forroçacana,0.93,0.208
69d1rgPZaGRLJQ5PHdnoid,forro,Querer Bem,Trio Virgulino,0.69,0.272
7J3l8kzycdluePAQ8NAQ3e,forro,Quando a Noite Chegar,Limão Com Mel,-0.174,0.474
5VqRGZFLeHSmZzCwZe8TJv,forro,Forró de Sangue Novo,Various Artists,0.9,0.844
57FQHeyEsgTzoU3cWcixMA,forro,Sou Brabo,Banda Garota Safada,0.59,0.886
7dIEyLSqnRmd2szxzqYAp6,french,Le plat pays,Jacques Brel,-0.378,-0.616
6sn7zCqptRm5JMz9olKqST,french,Dernière danse,Indila,-0.464,-0.086
2zcA12hbY14keqQIlaPAQY,french,Moi... Lolita - Single Version,Alizée,0.154,0.682
2KjJhGtseXQBI5Cg6ZZdc9,french,Ce jeu,Yelle,0.422,0.332
340LXPtDKBg7SSSKr4jUxM,french,Le Vieux piano,Édith Piaf,-0.5,-0.6
3808VIC5Wvhpt8szo3IyI6,french,Le Petit Cheval,Georges Brassens,0.37,-0.644
2r0XjZHB0kKlC04iS1ZwZx,french,"Fais pas ci, fais pas ça",Jacques Dutronc,0.552,0.466
7ebyGGBvIus0ZgdbzcXweL,french,Les hommes que j'aime,La Rue Kétanou,0.878,0.312
75JhYiJGVEaIO4sp6bsX4I,french,"Dis, quand reviendras-tu ?",Barbara,-0.344,-0.57
5lFMiAVZFUaJeCdL9fIQD9,french,Hélène,Roch Voisine,-0.618,-0.054
0nyrltZrQGAJMBZc1bYvuQ,funk,Get Up Offa That Thing,James Brown,0.6,0.328
6HZKlK1mDDBsILMoNNncxL,funk,I Want Your Love,CHIC,0.874,0.446
13v3siPyvy5TTEZYmGPPse,funk,Give It To Me Baby,Rick James,0.93,0.454
01gDLZsi0j5fWC28FLPNO8,funk,Move on Up - Extended Version,Curtis Mayfield,0.752,0.95
3z8kox8O9CTOPJOtgK6Xan,funk,Work to Do,Average White Band,0.712,0.834
3F0ciwEhXa4ExmJIkBJmkJ,funk,Think (About It),Various Artists,0.43,0.216
2fEdBCtMRLHJ53fB7hQVpR,funk,Soul With A Capital 'S',Tower Of Power,0.63,0.944
3pInAc8KCHwv0kEEiamZtu,funk,Working Woman,Gizelle Smith,0.75,0.894
26FOglnpqOEWUyspcbNYq6,funk,Got to Be Real - Single Version,Cheryl Lynn,0.772,0.198
4uDPo1KjluMUZ6F15zp4n9,funk,Dance Wit Me,Rufus & Chaka Khan,0.82,0.472
1wap9wHVL6wzhmQOuyhwMH,garage,White Noise,Disclosure,0.804,0.688
1hvXfgrFC8oVgBiD0qwpKJ,garage,Ride The Lightning,Metallica,-0.518,0.924
6QG3s7owEeFtWFjgFVGDEK,garage,Crack In Your Eye,Thee Oh Sees,-0.08,0.852
14a38cEe879OCQuyNreUnr,garage,Oh It's Such A Shame,Jay Reatard,-0.07,0.946
1fIZzCIwKKGBRDkLA8VukW,garage,LK,DJ Marky,0.93,0.872
7oK9VyNzrYvRFo7nQEYkWN,garage,Mr. Brightside,The Killers,-0.536,0.848
0Zx5fEgwEjyljQsuZYPYj8,garage,Blackened,Metallica,-0.034,0.604
4cmQWMXIyKVsZ6Xv4OJhLJ,garage,Wait for the Man,FIDLAR,-0.63,0.804
2wg09UvwEDh5zOz08DNbAZ,garage,Bug,Wavves,-0.782,0.944
40IREyaasjQ1h3oBg4ZcCT,garage,There You Go - Sovereign Remix,Various Artists,0.928,0.718
0oWwNoiVMMdfuYAffdlzQU,german,Eiszeit,Various Artists,0.398,0.754
6YW2VVcRPJH2GEVPwhQAjf,german,Hello Again - Remastered 2001,Howard Carpendale,0.348,0.19
6oZuFxtKH8bDqdmIqHTaOI,german,Meine Jordans,Sido,0.204,0.618
5YXI1M3ZpgxgXwpMvfHAMN,german,Liebesbrief,Thomas D,0.018,0.3
5la3Ns6Kijy768nRHOvpCL,german,Wenn jetzt Sommer wär,Pohlmann.,0.08,0.058
6b2vkaiDawOcupyDxNNCba,german,Dancehall Caballeros,Seeed,-0.014,0.254
65g0lR6MukyJYkHSixITFk,german,Einstürzen Neubauen,Max Herre,0.59,0.592
3MgBuZMqKF4k0LjZniiwkh,german,Schlechtes Vorbild (Original),Sido,0.896,0.17
5i7Vrqs6fmkQH3ta6aOl6j,german,Ma Chérie - Feat. The Beat Shakers-Radio Edit,DJ Antoine,0.038,0.362
1OXXHjF3kthTy3eisKMvUc,german,Das Spiel,Annett Louisan,0.508,-0.082
0iGlLisQgS0fbeKdPl2Fde,gospel,God Great God,Kurt Carr,-0.068,0.934
4LcBjvjfU8RHdoO2ExlbDH,gospel,Lord Of All (feat. Hezekiah Walker),JJ Hairston,-0.042,0.88
07nv6M8pDLGNZoNpwp2RRD,gospel,Stomp,Kirk Franklin,0.464,0.836
5ynNcpoP7dHWyCw6LGKaGF,gospel,I Trust You,James Fortune,-0.574,0.372
1uR3lbQYM30WYKiA09cehY,gospel,I Need You,Tye Tribbett,-0.811,0.252
5tYW3SKDcVxINrb7KOOb43,gospel,Yes You Can,Donnie McClurkin,0.728,0.628
7ijW7FjdDosT0v0PZTNHqG,gospel,I Choose To Worship,Wess Morgan,-0.548,-0.078
4DUdzvQnMKDi4A8KFfNN5h,gospel,"Anthem Of Praise (with Vision) - (Psalms 150:3-6, Psalms 34:3)",Richard Smallwood,0.082,0.428
2HHvkwaJzxrkQ3fbP6hBDZ,gospel,In Christ Alone,Various Artists,-0.564,-0.048
5j5wqAdGVJNSLSYFTcQUSM,gospel,Standing On The Rock,Marvin Sapp,0.422,0.894
3TkPafgeiDHCgU5j8YCzuJ,goth,End of the Dream,Evanescence,-0.342,0.912
1d1PVbqcGYWT2IHNuBLYgd,goth,Who I Am,After Forever,-0.614,0.802
2leE7gGtgcclQ3Yh9jg21S,goth,Say My Name,Within Temptation,-0.614,-0.014
5WKJ9cG2HTSDAay4Ig8728,goth,A Means to an End - 2007 Remaster,Joy Division,0.504,0.572
69JnEQF6OCntGndij5BTlq,goth,Venus,Theatre Of Tragedy,-0.478,0.246
455cBnByDc4CHULScqopo5,goth,Sitra Ahra,Therion,-0.3,0.48
6QQ0Vb9qOFLp7OxgnueYmS,goth,A God in an Alcove,Bauhaus,-0.472,0.398
0Cdp9QsQP2gxZ7pYmPfXzy,goth,Fragile,Lacuna Coil,-0.69,0.578
4JaGzRAZdv6Qj3qGbpKxAp,goth,Die Alive,Tarja,-0.272,0.938
1fu9PYX2s4odp7hGughNPI,goth,Go Away,Delain,-0.528,0.868
5K5uedKAuCWfXQsRx9ojm9,grindcore,Maggots,Rotten Sound,-0.918,0.634
6MChOMxPtyDjDt7LZ4ePYO,grindcore,Regurgitation of Giblets,Carcass,-0.8432,0.826
4hPBRx41EBW7hczwDAjZIv,grindcore,Killing With Kindness,Napalm Death,-0.47,0.892
2fCvdQYCOJgdGvd46lnkEC,grindcore,Bitch's Handbag Full of Money,Agoraphobic Nosebleed,-0.9512,0.996
3jQjcN9w5vyIKelpG48FZL,grindcore,Loathsome,Pig Destroyer,-0.928,0.994
4ilCHrHGlfyJ6zhwNPRJJ0,grindcore,Plagued By The System,Phobia,-0.036,0.894
6v7RsJpS80c21olZ36sUgT,grindcore,Theme From Three's Company,Anal Cunt,-0.836,0.988
7rdk62TDoB1NbWlLW8kEOf,grindcore,Glimpse Into Genocide,Napalm Death,-0.8394,0.958
7gIiu2RnZHc68BupSI2Y9K,grindcore,Walking Corpse,Brutal Truth,-0.9026,0.876
3c0zGJJqC8Gy9TSBtVUZWl,grindcore,Human Trafficking,Insect Warfare,-0.933,0.994
34kNeqnJJqO4wDiEJdQhxo,groove,Cruel Summer,Bananarama,0.852,0.656
5tMHL3jkrbSIuJwwggTdC1,groove,These Arms of Mine,Otis Redding,0.422,-0.428
5xl5582IihbEZAnfj0xyso,groove,Straight Up,Paula Abdul,0.524,0.652
3Ap3G7vXDGgMJFOkdbmRNJ,groove,Gloria,Various Artists,0.75,0.732
51H2y6YrNNXcy3dfc3qSbA,groove,When Doves Cry,Prince,0.68,0.978
1qCZWsYD9qDqEzFboaP83p,groove,I Believe I Can Fly,R. Kelly,-0.9118,-0.122
5RXrCgoku7rnTX6cbGuT3E,groove,You Spin Me Round (Like a Record),Various Artists,0.834,0.926
4dZmdoJCONSV4AhvebiSKk,groove,Under The Boardwalk,The Drifters,0.434,0.404
79yCIveJbH2C8hJjD2BnTQ,groove,Superstition,Stevie Wonder,0.71,0.55
3gsCAGsWr6pUm1Vy7CPPob,groove,Killing Me Softly With His Song,Roberta Flack,-0.34,-0.238
1rh2wONUUCatrLGWeEQmUL,grunge,Mrs. Butterworth - 1988 Rehearsal,Nirvana,0.206,0.588
1YZDkJOFT8xlAXDi8lneb3,grunge,Gouge Away,Pixies,-0.006,-0.186
76aadnUFFANRNDs6L3aqxw,grunge,Through Glass,Stone Sour,-0.132,0.506
23YZ38T4GxsuO32hfjIoRU,grunge,Stargazer,Mother Love Bone,-0.5,0.094
33tvIvt3MUGa2aSiwZ8Eeh,grunge,Press Play,Stone Temple Pilots,0.404,-0.01
2I0r4awu38uuWfpEuH35mH,grunge,Porcelina Of The Vast Oceans - Remastered 2012,The Smashing Pumpkins,-0.8998,-0.116
49bevaienMhf4Wg7yixHla,grunge,The Rose,Mudhoney,-0.792,0.872
4Dz0U7qR4GxIZAOGGEPuTf,grunge,What You Are,Audioslave,-0.028,0.374
53W0AL4qdOb5IpCxJM4AdE,grunge,Red Mosquito,Pearl Jam,-0.296,0.476
53aEW0x7F1ub0gOsDSxiBF,grunge,Over Now - Unplugged,Alice In Chains,-0.5,0.122
5wtpP7Of5ZGSawo6Lua56C,guitar,The Friend I Never Met,Andy McKee,0.018,-0.036
0B6uxTg34PpMBFhA4fKsAU,guitar,Fury Of The Storm,DragonForce,-0.606,0.822
4a7Xu1edRTAGhjScmeGsUF,guitar,Badge,Cream,0.46,0.356
451GvHwY99NKV4zdKPRWmv,guitar,Banana Pancakes,Jack Johnson,0.23,-0.25
3yP0cohcr97BUNJcgvmSVg,guitar,The Passenger,Iggy Pop,0.476,0.692
77NNZQSqzLNqh2A9JhLRkg,guitar,Don't Stop Believin',Journey,-0.056,0.604
74EV0g12ihUoOUXMprFpZB,guitar,Losing My Religion,R.E.M.,0.64,0.682
0BCPKOYdS2jbQ8iyB56Zns,guitar,Clocks,Coldplay,-0.49,0.498
3B7udSGy2PfgoCniMSb523,guitar,"I See Fire - From ""The Hobbit - The Desolation Of Smaug""",Howard Shore,-0.532,-0.8902
12qZHAeOyTf93YAWvGDTat,guitar,All The Small Things,blink-182,0.424,0.786
6shRGWCtBUOPFLFTTqXZIC,happy,Upside Down,Jack Johnson,0.3,0.31
3dw0A0cbqT6Oy2V8KfGwIT,happy,Tiptoe,Imagine Dragons,-0.5,0.64
7psPPGwhFzP3pyOcb3ivcT,happy,Unbelievers,Vampire Weekend,0.662,0.622
13P5rwmk2EsoFRIz9UCeh9,happy,Cool Kids,Echosmith,0.572,0.342
14fmbvjYLqRZEXz1VZdM2M,happy,We Found Love,Rihanna,0.218,0.48
7I67h6FgRenMQ90URnoycZ,happy,Wild Heart,The Vamps,0.556,0.804
5iSEsR6NKjlC9SrIJkyL3k,happy,Pursuit Of Happiness (Nightmare),Kid Cudi,-0.468,0.21
1CTk4S81KFFsxiBSvgvsuI,happy,Something I Need,OneRepublic,0.306,0.172
4HRa9ZWcmZ8JD7UySPu0wT,happy,Don't Stop (Color on the Walls),Foster The People,0.58,0.896
4Sqc0kPuZpfI0T2TZBu8JT,happy,Grace Kelly,MIKA,0.392,0.648
1RmNFpG3SZ1NDly15RX5tQ,hard-rock,Bye Bye Beautiful,Nightwish,-0.222,0.76
7txxAtOMwLLnQTpKeBL6bp,hard-rock,Mother,Danzig,-0.316,0.526
1IBk5PttmnPcGnysEwtiXi,hard-rock,Simple Man,Lynyrd Skynyrd,-0.17,0.512
2SUpC3UgKwLVOS2FtZif9N,hard-rock,Carry on Wayward Son,Kansas,0.586,0.576
3w2GGz0HjIu9OcWXINRFJR,hard-rock,Rock and Roll - 1990 Remaster,Led Zeppelin,0.796,0.79
0EYtFwA4BA0uoozzCGqKjd,hard-rock,Ace of Spades,Motörhead,-0.582,0.98
7JTgkvvuAU9XW8IEuBF6qq,hard-rock,Rainbow,Robert Plant,-0.4,0.046
27BiHcQDEkxVn69zy1t3Es,hard-rock,Barracuda,Heart,0.2,0.852
4rPZyXQYxuAltz75OgG8oR,hard-rock,I Was Made For Lovin' You,KISS,0.76,0.772
0vnZpC6zUiSCsiuW0NBNk4,hard-rock,Magic Carpet Ride,Various Artists,0.552,0.604
0RJoq9dGDz9WBNeXYBPRrm,hardcore,Explode,Trash Talk,-0.688,0.972
1or83EqbphzyKM1ECpIqg9,hardcore,When Ya Get Drafted,Dead Kennedys,0.794,0.864
0iaFyLheLTw1t7vcD53ywt,hardcore,No More,Youth Of Today,-0.526,0.69
0v6Ho2YM7QQ7QaaZSnLwyJ,hardcore,Shed Reading (Rattus Norvegicus),Black Flag,-0.248,-0.538
0pwF4WOZdvnXpSwBZXp1iA,hardcore,How Will I Laugh Tomorrow,Suicidal Tendencies,0.088,0.606
2C3q8kElxfujYlrC5mJ8R1,hardcore,High Hopes,Gorilla Biscuits,-0.312,0.462
1ULIj8hobg9YMpKXbh4P9E,hardcore,For the Punx,The Casualties,-0.936,0.998
71nX3kc6hapk7bsDamNAJN,hardcore,It's My Life,Various Artists,0.116,0.936
0P1ZgzaNDz9TmFC5obILxP,hardcore,Hollywood Babylon,Misfits,0.264,0.85
6iT13wghlJOnq2Yacam5wo,hardcore,Coup d'Etat,Refused,0.184,0.896
2KQo1nEPiGeSAX1ICuuKbG,hardstyle,Let It Rain - Original Edit,The Pitcher,-0.656,0.72
4GHNL57Yh8TCEho6BWEawn,hardstyle,Death Of A Demon - Original Mix,Frontliner,-0.582,0.868
5l5bkVA2f7zkk7UeTxZds9,hardstyle,The Cold Angel - Original,Various Artists,-0.39,0.956
42TYZhTR2HAjLKJozPhiSp,hardstyle,Bella Nova - Edit,Various Artists,-0.144,0.918
1ZPHqVLcYzUHp3Bqq3MDXM,hardstyle,The Depths Of Despair (Official Masters Of Hardcore Anthem),Various Artists,-0.41,0.876
4p9wpml0t7lfWWO49g9bA5,hardstyle,Save Your Scrap For Victory (Defqon.1 Australia Anthem 2010),Headhunterz,-0.472,0.798
6UBL7IEbXn5fRsQ182I4UJ,hardstyle,The Bottle (Showtek Rmx) - CD Version,D-Block & S-te-Fan,-0.9216,0.668
74Jbxlz3XiXOnyHqIa3kk1,hardstyle,Become The Sky - Original Mix,B-Front,-0.616,0.986
7IxUuufWedxhzXbe5j5u3I,hardstyle,Dreamer,Various Artists,0.342,0.948
2KX183bq92JeYtcumjcbsZ,hardstyle,The Theme (Noisecontrollers Radio Edit),Various Artists,-0.14,0.88
7GmyHSiCbWEreE4dQCMDtm,heavy-metal,Phoenix,Satyricon,-0.538,0.464
0I8heLJP9YJqTg5308qKEz,heavy-metal,Phoenix,Veil Of Maya,-0.788,0.982
7vyLnYlNrQR9ZVJEZto0qZ,heavy-metal,The Arcturian Sign,Arcturus,-0.602,0.744
1vGbYnzRxEyiWfThBssuzx,heavy-metal,Distortion Sleep,Soilwork,-0.306,0.898
4FZoFK86X6Wd1csU9afTIA,heavy-metal,Your Treachery Will Die WIth You,Dying Fetus,-0.258,0.758
7guak4whUYm1NWQhFaA1GL,heavy-metal,Dark Chest Of Wonders,Nightwish,-0.02,0.758
2Uxh6Vjw0GJgmnV2GW9N5y,heavy-metal,In Hell Is Where She Waits for Me,The Black Dahlia Murder,-0.9272,0.998
6FpoNoEYBYNLue4Fr6FNRX,heavy-metal,Shipwrecked,Alestorm,0.236,0.952
62hzJcOwMg68h6wBimZALA,heavy-metal,Lashed To the Slave Stick,Nile,-0.588,0.806
2gscB6kDOmrv1P6qs2KXE3,heavy-metal,Wait and Bleed,Slipknot,-0.346,0.992
2UciqgwVDwro0fev3MFbxJ,hip-hop,ATM,J. Cole,-0.298,-0.004
4xBjsLUSjcx2h7PcRikpQp,hip-hop,OMG (feat. Quavo),Camila Cabello,-0.666,0.152
60KWmDnLE9jB9dHVkhlu3P,hip-hop,Just Another Case,Cru,0.456,0.11
4scpF6J5uMBvoh6sFB7EL1,hip-hop,No Type,Rae Sremmurd,-0.522,-0.028
5K5dQsYdSdo2LKdepxbYAd,hip-hop,Gettin' It (feat. Parliament Funkadelic),Too $hort,0.294,-0.18
3AYcyxEACnmE6d96RPubID,hip-hop,Thrift Shop (feat. Wanz),Macklemore & Ryan Lewis,0.324,0.052
6KMoKU9mRNthObqYAMrXnD,hip-hop,Jus Lyke Compton,DJ Quik,0.304,0.624
